frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,ip.ttl,tcp.len,tcp.hdr_len,udp.length
20.281084000,92.60.78.238,192.168.1.4,47516,50484,,,53,0,20,
20.292165000,92.60.78.238,192.168.1.4,,,47516,60196,53,,,647
20.292165000,92.60.78.238,192.168.1.4,,,47516,60196,53,,,184
20.292637000,192.168.1.4,92.60.78.238,,,60196,47516,128,,,94
20.304205000,92.60.78.238,192.168.1.4,47516,49976,,,53,0,20,
20.308749000,92.60.78.238,192.168.1.4,,,47516,64443,53,,,591
20.308749000,92.60.78.238,192.168.1.4,,,47516,64443,53,,,87
20.308749000,92.60.78.238,192.168.1.4,,,47516,64443,53,,,87
20.308897000,92.60.78.238,192.168.1.4,,,47516,64443,53,,,112
20.309735000,192.168.1.4,92.60.78.238,,,64443,47516,128,,,107
20.309736000,192.168.1.4,92.60.78.238,,,64443,47516,128,,,110
20.310171000,92.60.78.238,192.168.1.4,,,47516,64443,53,,,86
20.310905000,92.60.78.238,192.168.1.4,,,47516,64443,53,,,86
20.310906000,192.168.1.4,92.60.78.238,,,64443,47516,128,,,147
20.311265000,192.168.1.4,92.60.78.238,49962,47516,,,128,69,20,
20.311435000,92.60.78.238,192.168.1.4,,,47516,64443,53,,,86
20.311435000,92.60.78.238,192.168.1.4,,,47516,64443,53,,,86
20.321266000,92.60.78.238,192.168.1.4,47516,49980,,,53,0,20,
20.326506000,92.60.78.238,192.168.1.4,,,47516,50061,53,,,91
20.355871000,192.168.1.4,92.60.78.238,,,50061,47516,128,,,107
20.357925000,92.60.78.238,192.168.1.4,47516,50528,,,53,926,20,
20.358631000,192.168.1.4,92.60.78.238,50528,47516,,,128,69,20,
20.363670000,92.60.78.238,192.168.1.4,47516,51070,,,53,0,20,
20.377497000,92.60.78.238,192.168.1.4,,,47516,64443,53,,,1263
20.377832000,92.60.78.238,192.168.1.4,,,47516,64443,53,,,1263
20.377832000,92.60.78.238,192.168.1.4,,,47516,64443,53,,,1263
20.377832000,92.60.78.238,192.168.1.4,,,47516,64443,53,,,171
